รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาต่อหน่วยนับ,ปีงบประมาณ,รายการลำดับที่ id ในปีงบนั้น,รายการในแผน/นอกแผน,จำนวนยกยอดมา,มูลค่ายกยอดมา,จำนวนที่ต้องการใช้ในปี,มูลค่ารวมที่ต้องใช้ในปี,จำนวนที่ต้องซื้อเพิ่มในปี,มูลค่าที่ต้องซื้อเพิ่มในปี(บาท),หน่วยงานที่มีหน้าที่จัดซื้อ
P230-000094,วัสดุใช้ไป,ถุงขยะ ชนิดพลาสติก ขนาด 24*28 นิ้ว สีเหลือง,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,70.00,2568,94,ในแผน,184.00,"12,880.00",444.00,"31,080.00",260.00,"18,200.00",กลุ่มงานบริหารทั่วไป
P230-000095,วัสดุใช้ไป,ถุงขยะ ชนิดพลาสติก ขนาด 36*45 นิ้ว สีเหลือง,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,60.00,2568,95,ในแผน,105.00,"6,300.00","1,005.00","60,300.00",900.00,"54,000.00",กลุ่มงานบริหารทั่วไป
P230-000096,วัสดุใช้ไป,ถุงขยะ ชนิดพลาสติก ขนาด 16*18 นิ้ว สีแดง,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,60.00,2568,96,ในแผน,0.00,0.00,2.00,120.00,2.00,120.00,กลุ่มงานบริหารทั่วไป
P230-000097,วัสดุใช้ไป,ถุงขยะ ชนิดพลาสติก ขนาด 28*40 นิ้ว สีแดง,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,60.00,2568,97,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000098,วัสดุใช้ไป,ถุง ชนิดพลาสติก ขนาด 16*26 นิ้ว สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,98,ในแผน,75.00,"3,375.00",193.00,"8,685.00",118.00,"5,310.00",กลุ่มงานบริหารทั่วไป
P230-000099,วัสดุใช้ไป,ถุง ชนิดพลาสติก ขนาด 4.5*7 นิ้ว สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,99,ในแผน,146.00,"6,570.00",67.00,"3,015.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000100,วัสดุใช้ไป,ถุง ชนิดพลาสติก ขนาด 6*9 นิ้ว สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,100,ในแผน,72.00,"3,240.00",85.00,"3,825.00",13.00,585.00,กลุ่มงานบริหารทั่วไป
P230-000101,วัสดุใช้ไป,ถุง ชนิดพลาสติก ขนาด 8*12 นิ้ว สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,101,ในแผน,230.00,"10,350.00",150.00,"6,750.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000102,วัสดุใช้ไป,ถุงมือ ชนิด PVC,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45.00,2568,102,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000103,วัสดุใช้ไป,ถุงมือ ชนิดยาง แบบรัดข้อ เบอร์ L,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,120.00,2568,103,ในแผน,4.00,480.00,14.00,"1,680.00",10.00,"1,200.00",กลุ่มงานบริหารทั่วไป
P230-000104,วัสดุใช้ไป,ถุงมือ ชนิดยาง แบบรัดข้อ เบอร์ M,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,120.00,2568,104,ในแผน,0.00,0.00,30.00,"3,600.00",30.00,"3,600.00",กลุ่มงานบริหารทั่วไป
P230-000105,วัสดุใช้ไป,ถุงมือ ชนิดยาง แบบรัดข้อ เบอร์ L สีเขียว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,120.00,2568,105,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000106,วัสดุใช้ไป,ถุงมือ ชนิดยาง เบอร์ L สีส้ม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45.00,2568,106,ในแผน,4.00,180.00,47.00,"2,115.00",43.00,"1,935.00",กลุ่มงานบริหารทั่วไป
P230-000107,วัสดุใช้ไป,ถุงมือ ชนิดยาง เบอร์ M สีส้ม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45.00,2568,107,ในแผน,9.00,405.00,61.00,"2,745.00",52.00,"2,340.00",กลุ่มงานบริหารทั่วไป
P230-000108,วัสดุใช้ไป,ถุงมือ ชนิดยาง แบบอเนกประสงค์ เบอร์ L,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45.00,2568,108,ในแผน,0.00,0.00,2.00,90.00,2.00,90.00,กลุ่มงานบริหารทั่วไป
P230-000109,วัสดุใช้ไป,ถุงมือ ชนิดยาง แบบอเนกประสงค์ เบอร์ M,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45.00,2568,109,ในแผน,0.00,0.00,4.00,180.00,4.00,180.00,กลุ่มงานบริหารทั่วไป
P230-000110,วัสดุใช้ไป,ถุง ชนิดพลาสติก ขนาด 30*40 นิ้ว สีใส,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,120.00,2568,110,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000111,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 12*24 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,111,ในแผน,81.00,"3,645.00",356.00,"16,020.00",275.00,"12,375.00",กลุ่มงานบริหารทั่วไป
P230-000112,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 15*30 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,112,ในแผน,80.00,"3,600.00",50.00,"2,250.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000113,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 8*16 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,113,ในแผน,341.00,"15,345.00",989.00,"44,505.00",648.00,"29,160.00",กลุ่มงานบริหารทั่วไป
P230-000114,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 12*26 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,45.00,2568,114,ในแผน,90.00,"4,050.00",662.00,"29,790.00",572.00,"25,740.00",กลุ่มงานบริหารทั่วไป
P230-000115,วัสดุใช้ไป,ที่ตักขยะ ชนิดพลาสติก แบบมีด้ามจับ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,65.00,2568,115,ในแผน,9.00,585.00,26.00,"1,690.00",17.00,"1,105.00",กลุ่มงานบริหารทั่วไป
P230-000116,วัสดุใช้ไป,ที่ตักขยะสังกะสี ชนิดสังกะสี แบบมีด้ามจับ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,95.00,2568,116,ในแผน,6.00,570.00,5.00,475.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000117,วัสดุใช้ไป,น้ำมันงาสกัดเย็น,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ขวด,300.00,2568,117,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000118,วัสดุใช้ไป,น้ำมันมะพร้าว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,90.00,2568,118,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000119,วัสดุใช้ไป,น้ำยา สำหรับเช็ดกระจก,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แกลลอน,130.00,2568,119,ในแผน,8.00,"1,040.00",14.00,"1,820.00",6.00,780.00,กลุ่มงานบริหารทั่วไป
P230-000120,วัสดุใช้ไป,น้ำยา สำหรับซาวผ้า,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แกลลอน,250.00,2568,120,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000121,วัสดุใช้ไป,น้ำยา ชนิดสูตรน้ำ สำหรับดันฝุ่น,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แกลลอน,370.00,2568,121,ในแผน,13.00,"4,810.00",72.00,"26,640.00",59.00,"21,830.00",กลุ่มงานบริหารทั่วไป
P230-000122,วัสดุใช้ไป,น้ำยา ชนิดสูตรน้ำมันใส สำหรับดันฝุ่น,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แกลลอน,430.00,2568,122,ในแผน,14.00,"6,020.00",42.00,"18,060.00",28.00,"12,040.00",กลุ่มงานบริหารทั่วไป
