id,หมวด,ประเภท,ประเภทย่อย,ชื่อสินค้า,จำนวนที่ต้องการใช้,หน่วยนับ,ราคาต่อหน่วย,คนที่ต้องการใช้(แผนก),จำนวนที่อนุมัติให้ใช้ได้ในปีงบนั้นๆ (โควต้า)
P230-000126,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบมะกรูด,0,กิโลกรัม,50,กลุ่มงานบริหารทั่วไป,0
P230-000127,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบมีดโกน แบบ 2 คม,77,กล่อง,35,กลุ่มงานบริหารทั่วไป,77
P230-000128,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ปืนยิงแก๊ส,8,อัน,25,กลุ่มงานบริหารทั่วไป,8
P230-000129,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แป้งฝุ่น สำหรับเด็ก ขนาด 180 กรัม,40,กระป๋อง,35,กลุ่มงานบริหารทั่วไป,40
P230-000130,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แปรง ชนิดทองเหลือง สำหรับขัดพื้น,0,อัน,120,กลุ่มงานบริหารทั่วไป,0
P230-000131,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แปรง ชนิดพลาสติก สำหรับขัดพื้นแบบมีด้ามยาว,32,อัน,70,กลุ่มงานบริหารทั่วไป,32
P230-000132,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แปรง ชนิดพลาสติก สำหรับขัดห้องน้ำ,58,อัน,30,กลุ่มงานบริหารทั่วไป,58
P230-000133,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แปรง ชนิดขนอ่อน สำหรับซักผ้า,72,อัน,25,กลุ่มงานบริหารทั่วไป,72
P230-000134,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แปรง ชนิดพลาสติก สำหรับล้างขวด,14,อัน,25,กลุ่มงานบริหารทั่วไป,14
P230-000135,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผงซักฟอก ขนาด 800 กรัม,921,ถุง,70,กลุ่มงานบริหารทั่วไป,921
P230-000136,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผงซักฟอก สำหรับเครื่องซักผ้า ขนาด 25 กก.,0,กก.,"1,050.00",กลุ่มงานบริหารทั่วไป,0
P230-000137,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผ้าม็อบ สำหรับดันฝุ่น ขนาด 24 นิ้ว,41,ผืน,200,กลุ่มงานบริหารทั่วไป,41
P230-000138,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผ้าม็อบ สำหรับถูพื้น แบบเปียก ขนาด 12 นิ้ว,83,ผืน,80,กลุ่มงานบริหารทั่วไป,83
P230-000139,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผ้าห่ม สำหรับถูพื้น,24,ผืน,160,กลุ่มงานบริหารทั่วไป,24
P230-000140,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แผ่นขัดพื้น ขนาด 18 นิ้ว,5,อัน,400,กลุ่มงานบริหารทั่วไป,5
P230-000141,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ฝอย ชนิดแสตนเลส ขนาด 14 กรัม,50,อัน,15,กลุ่มงานบริหารทั่วไป,50
P230-000142,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ไพล,0,กิโลกรัม,35,กลุ่มงานบริหารทั่วไป,0
P230-000143,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ฟองน้ำ แบบหุ้มตาข่าย,269,อัน,15,กลุ่มงานบริหารทั่วไป,269
P230-000144,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ฟอยล์ ขนาด 18 นิ้ว,72,อัน,85,กลุ่มงานบริหารทั่วไป,72
P230-000145,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ไฟแช็ค,0,อัน,10,กลุ่มงานบริหารทั่วไป,0
P230-000146,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,มะกรูด,0,กิโลกรัม,40,กลุ่มงานบริหารทั่วไป,0
P230-000147,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,มะนาว,0,กิโลกรัม,100,กลุ่มงานบริหารทั่วไป,0
